1.647276987119868696e+00,3.552964407180197348e+00,-4.328762583173457745e-01,3.350692549584931790e+00,1.261721094511887742e+00,1.654369940297023556e+00,1.889113299771922883e+00,1.853283643109685741e+00,2.015122295660109586e+00,2.344970484260525900e+00,-2.794498779860388193e-01,2.866409964557336654e+00,1.810393053398686281e+00,1.273968211287514141e+00,1.976430082432352631e+00,3.427982240120025281e+00,1.551093381038630925e+00,2.962848869555856801e+00,9.783713449618050007e-01,2.764873207647553066e+00,0.000000000000000000e+00
-1.339363392662056063e+00,1.614916240064497188e+00,3.158449483046645856e-01,2.740756198312139791e-01,1.697825011358437886e+00,-2.177564140333985154e-01,-3.836355185535231804e-01,1.759397112500070470e+00,2.815610782231567910e-01,4.176798202288791728e-01,6.801122782195194727e-01,2.196855478243977089e+00,1.483020517716185704e+00,2.414160174326668518e+00,1.642091294798080359e-01,1.252487742540401738e+00,2.146051026379162785e+00,2.131802395814592188e+00,2.212265481771259701e+00,3.519632810691362135e-01,0.000000000000000000e+00
1.253665742472505729e+00,1.521264191090292428e+00,-7.632269485227261008e-02,-3.490687098877849337e-01,4.522785283610436524e-01,1.637064683735961479e+00,8.398297692507077361e-01,1.935658466592847127e+00,1.045338198526512663e+00,1.164440018280393341e+00,1.279829249456098994e+00,1.534585507916779834e+00,-1.201937293805618756e+00,1.639055326593293227e+00,-1.056255487526247538e-01,1.906151303791173701e+00,1.885080222221681812e+00,1.520019465932940683e+00,1.461167663090765956e+00,-1.723039416570936622e+00,0.000000000000000000e+00
3.204939490348981401e+00,2.602431955009571141e+00,3.310721339796796947e+00,3.754797621270927088e+00,2.326870741029538614e+00,4.292176493817447813e+00,1.610991529279603096e+00,4.625536681266115835e+00,1.592605523800645129e+00,3.098772964680760467e+00,1.289610298161116608e+00,2.535920742811105466e+00,3.235898703724804371e+00,2.934161105258630720e+00,1.687134627056919856e+00,4.077294284470879937e+00,3.132977834730088063e+00,3.279541203557009510e+00,2.187536109408458440e+00,4.358239811679004205e+00,0.000000000000000000e+00
-1.640518366810296280e+00,-5.242918162192837794e-01,-1.632788801050623961e+00,-4.482334864576187350e-01,-1.471051488858398093e+00,-1.147377877115760336e+00,-1.885107261050486427e+00,-1.607213480218143697e-01,-1.130029478619940297e+00,1.707508647819665493e+00,-1.157990529029886195e+00,-5.181367063153885510e-02,1.364176357618823943e+00,-1.392008732152005157e+00,-3.825394175039067868e+00,-3.171906023275985476e+00,-1.810504338837625182e+00,5.217310363405944784e-01,-1.986147841638829403e+00,-1.941570183425112006e-03,0.000000000000000000e+00
1.002205505625747950e+00,2.522399291926632259e+00,-1.370971991021674441e-01,4.664103743001229985e-01,4.751793379851353416e-01,3.790524147073697225e-01,2.121817905959559436e+00,-1.713252694265527953e-01,1.258651405369655141e+00,1.647495665331069281e+00,1.764590119682028835e+00,1.759992112084339366e+00,2.568087625431163534e+00,-6.922359493265048958e-01,3.053650296123449071e-01,-1.079324507538547584e+00,4.479029760838730834e-01,-2.356338283034120629e-01,1.984955594834002079e+00,2.465704337982942640e+00,0.000000000000000000e+00
2.431180567289422001e+00,8.242677023331101971e-02,-1.225401274667497598e+00,3.765015279566199524e-01,1.535768584702462913e+00,-8.963718461325409503e-01,2.547106960695894706e+00,7.642350587266137918e-01,2.155570304623257716e+00,1.126026603009885774e+00,3.477264555522834755e+00,1.402226622958659297e+00,1.490988782934274282e+00,2.083511035104112175e+00,4.901470174524571455e-01,1.105017675606456029e+00,2.595844503013133853e-02,7.345078141799643578e-01,3.083461799790443436e+00,3.207485444004647412e+00,0.000000000000000000e+00
2.281369366758890127e+00,3.708917591677774794e+00,2.666384056332909758e+00,5.267214842664229124e+00,4.907435220263200115e+00,3.318557509563103913e+00,2.188833881683141414e+00,1.223340193302724810e+00,1.167596753838328727e+00,2.924030040629680194e+00,1.753154595890015433e+00,2.602515515395729118e+00,3.996303468466930298e+00,1.823933917921979120e+00,3.058114884477457718e+00,2.284012882292335789e+00,2.636515833306226408e+00,2.311286308960257330e+00,1.144018157773900590e+00,6.520071600560529035e+00,0.000000000000000000e+00
6.745412503508724233e-01,1.756309683126191512e-01,-1.232340766131413856e+00,2.752727911876542866e+00,8.350294292693143383e-01,-2.043777469350033016e+00,-2.667858353657823756e-01,-1.683895216100175229e-01,-9.530783717055399951e-01,-1.418092099034632403e+00,1.184515347794705242e+00,2.364013463497904866e-02,-1.168960184238031941e+00,6.752226158420929769e-01,-9.586188536741240274e-01,-1.263668812363464733e+00,1.801016236886705535e-01,1.326342447059847496e+00,-1.908912770505784007e-01,9.061534714384481548e-01,0.000000000000000000e+00
-5.915822762815272640e-01,-7.065950866845656098e-01,-2.561861832848668641e+00,-2.574738003066441294e+00,-1.143918660289348965e+00,-2.024509381520683604e+00,-1.095382058631055200e+00,-7.349562399877516139e-01,-1.753137650107755130e+00,-1.526817868691827007e+00,9.285967952675524550e-01,-7.918611277061236020e-01,-2.924170189370937756e+00,-1.199215723555413504e-01,-2.676099149938704791e+00,-2.414486898045045571e+00,-1.329250729705002465e+00,6.475000982965256613e-01,7.639989524661521259e-01,-2.227307453547313187e+00,0.000000000000000000e+00
